"","Valid_Video","PCG","EVENT","PID","Coll","Gear_ID","Data.Source","GMT","Day","Month","Year","Latitude","Longitude","Stat_Depth","Samp_Depth","Samp_Dur","Station.Number","Station_Code","Pressure","Depth","Temp","Salinity","Oxygen","CHLA","PO4","NO2","NO3","Backscatter","PAR","Turbidity","Camera_A","Camera_A2","Camera_C","Camera_C2","Camera_CO","Camera_I","Camera_T","CameraBrandA","CameraBrandA2","CameraBrandC","CameraBrandC2","CameraBrandCO","CameraBrandI","CameraBrand","CameraModelA","CameraModelA2","CameraModelC","CameraModelC2","CameraModelCO","CameraModelI","CameraModel","Reader.InitialsA","Reader.InitialsA2","Date.ReadA","Date.ReadA2","Reviewer.InitialsA","Reviewer.InitialsA2","Date.ReviewedA","Date.ReviewedA2","No.Readable.FramesA","No.Readable.FramesA2","Video.ReadableA","Video.ReadableA2","Primary.ReasonA","Primary.ReasonA2","Camera_Dark","Camera_Bounces","Camera_Moves","Camera_Obstruction","Camera_Focus","Camera_Turbidity","Max_Biota_Density","Mean_Biota_Density","Biota_Height","Max_Substrate_Density","Mean_Substrate_Density","Substrate_Size","Substrate_Relief","Current_Direction","Current_Magnitude","MeanCountA","MeanCountA2","Abund01.A","Abund01.A2","Abund01","MaxN.A","MaxN.A2","MaxN","which.max"
"37","Yes","P05110324324","2011-74","P05",110324,"324","MARMAP","11:42",13,7,2011,32.77,-78.42,48,48,90,1441,"Random",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"NAM",NA,"5/29/2012",NA,"ZHS",NA,"11/6/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",35,32.5,"Max height < 0.5 m",30,25,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Towards","Weak",0.73,NA,1,NA,1,1,NA,1,"A Camera"
"38","Yes","P05110326324","2011-74","P05",110326,"324","MARMAP","11:51",13,7,2011,32.76,-78.43,49,49,93,1431,"Random",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"NAM",NA,"6/4/2012",NA,"ZHS",NA,"11/6/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",70,70,"Max height < 0.5 m",80,57.5,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Cross","Weak",0.02,NA,1,NA,1,1,NA,1,"A Camera"
"39","Yes","P05110343324","2011-77","P05",110343,"324","MARMAP","20:44",13,7,2011,32.87,-78.25,47,47,92,1773,"Random",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"NAM",NA,"6/19/2012",NA,"ZHS",NA,"11/8/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",5,5,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Towards","Weak",0.27,NA,1,NA,1,1,NA,1,"A Camera"
"40","Yes","P05110345324","2011-77","P05",110345,"324","MARMAP","20:52",13,7,2011,32.86,-78.25,48,48,95,1746,"Random",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"NAM",NA,"6/20/2012",NA,"ZHS",NA,"11/8/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",50,35,"Max height < 0.5 m",25,22.5,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Cross","Weak",0.39,NA,1,NA,1,1,NA,1,"A Camera"
"41","Yes","P05110433324","2011-92","P05",110433,"324","MARMAP","16:40",10,8,2011,32.13,-79.3,46,46,103,NA,"Recon",47.07,46.92,20.4,36.49,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"5/17/2012",NA,"ZHS",NA,"6/6/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",35,30,"Max height < 0.5 m",5,5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0.05,NA,1,NA,1,1,NA,1,"A Camera"
"42","Yes","P05110446324","2011-95","P05",110446,"324","MARMAP","11:43",11,8,2011,32.35,-79.04,56,56,94,2303,"ReconConv",61.27,61.23,21.15,36.6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"5/31/2012",NA,"ZHS",NA,"6/7/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",90,90,"Max Height >0.5 m",95,95,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Current Direction Unknown","Weak",0.59,NA,1,NA,1,1,NA,1,"A Camera"
"43","Yes","P05110447324","2011-95","P05",110447,"324","MARMAP","11:47",11,8,2011,32.34,-79.04,55,55,97,2304,"ReconConv",61.27,61.23,21.15,36.6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"6/4/2012",NA,"ZHS",NA,"6/15/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",90,85,"Max Height >0.5 m",90,82.5,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Current Direction Unknown","Weak",0.15,NA,1,NA,1,1,NA,1,"A Camera"
"44","Yes","P05110458324","2011-97","P05",110458,"324","MARMAP","21:29",11,8,2011,32.48,-78.83,50,50,93,1098,"Random",52.97,53.72,20.42,36.65,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"6/13/2012",NA,"ZHS",NA,"6/18/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",90,80,"Max Height >0.5 m",80,75,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Away","Weak",0.95,NA,1,NA,1,2,NA,2,"A Camera"
"45","Yes","P05110523324","2011-106","P05",110523,"324","MARMAP","11:49",21,9,2011,32.85,-78.27,44,44,103,1732,"Random",76.67,76.12,27.36,36.02,0,0.23,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"3/22/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","Bounces, but Readable","Doesn't Move","No Obstruction","Focused","Clear",70,45,"Max Height >0.5 m",65,35,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Cross","Weak",0.1,NA,1,NA,1,1,NA,1,"A Camera"
"46","Yes","P05110525324","2011-106","P05",110525,"324","MARMAP","12:01",21,9,2011,32.84,-78.27,46,46,111,1698,"Random",76.67,76.12,27.36,36.02,0,0.23,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"4/6/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","View < 40% Obstructed","Focused","Clear",60,60,"Max Height >0.5 m",85,67.5,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Current Direction Unknown","Weak",0.07,NA,1,NA,1,1,NA,1,"A Camera"
"47","Yes","P05110529324","2011-107","P05",110529,"324","MARMAP","14:39",21,9,2011,32.79,-78.32,47,47,90,NA,"Recon",65.1,64.64,24.55,36.29,0,0.25,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"4/9/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",50,40,"Max Height >0.5 m",60,32.5,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Cross","Weak",0.34,NA,1,NA,1,1,NA,1,"A Camera"
"48","Yes","P05110530324","2011-107","P05",110530,"324","MARMAP","14:43",21,9,2011,32.79,-78.32,50,50,94,NA,"Recon",65.1,64.64,24.55,36.29,0,0.25,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"4/9/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",30,25,"Max height < 0.5 m",40,21,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Cross","Weak",0.05,NA,1,NA,1,1,NA,1,"A Camera"
"49","Yes","P05110531324","2011-107","P05",110531,"324","MARMAP","14:50",21,9,2011,32.79,-78.33,45,45,101,NA,"Recon",65.1,64.64,24.55,36.29,0,0.25,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"4/10/2012",NA,"ZHS",NA,"11/2/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",3,1.5,"Max height < 0.5 m",5,2.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Towards","Weak",0.15,NA,1,NA,1,1,NA,1,"A Camera"
"50","Yes","P05110535324","2011-108","P05",110535,"324","MARMAP","19:24",21,9,2011,32.77,-78.49,38,38,87,2316,"ReconConv",46.71,46.37,27.34,36.03,0,0.43,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"4/9/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",10,10,"Max Height >0.5 m",5,5,"> 50% consolidated sediment <1 m in diameter","0.3 - 1 m of Relief","Current Direction Unknown","Weak",0.05,NA,1,NA,1,1,NA,1,"A Camera"
"51","Yes","P05110537324","2011-108","P05",110537,"324","MARMAP","19:34",21,9,2011,32.77,-78.49,40,40,94,2317,"ReconConv",46.71,46.37,27.34,36.03,0,0.43,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"4/16/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",5,3,"Max height < 0.5 m",3,1.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Towards","Weak",0.56,NA,1,NA,1,2,NA,2,"A Camera"
"52","Yes","P05110538324","2011-108","P05",110538,"324","MARMAP","19:41",21,9,2011,32.77,-78.5,39,39,94,1433,"Random",46.71,46.37,27.34,36.03,0,0.43,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"4/17/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",40,32.5,"Max Height >0.5 m",65,34,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Cross","Weak",0.76,NA,1,NA,1,2,NA,2,"A Camera"
"53","Yes","P05110545324","2011-109","P05",110545,"324","MARMAP","11:43",22,9,2011,32.76,-78.63,31,31,100,2321,"ReconConv",43.86,43.55,27.07,36.09,0,0.43,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"4/20/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",2,2,"Max height < 0.5 m",10,7.5,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Away","Weak",0.02,NA,1,NA,1,1,NA,1,"A Camera"
"54","Yes","P05110549324","2011-110","P05",110549,"324","MARMAP","14:42",22,9,2011,32.68,-78.55,44,44,89,1408,"Random",118.26,117.4,23.97,36.3,0,0.18,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"CMS",NA,"6/21/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",35,32.5,"Max Height >0.5 m",10,10,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Cross","Weak",0.17,NA,1,NA,1,1,NA,1,"A Camera"
"55","Yes","P05110551324","2011-110","P05",110551,"324","MARMAP","14:52",22,9,2011,32.67,-78.56,45,45,97,1406,"Random",118.26,117.4,23.97,36.3,0,0.18,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"CMS",NA,"6/22/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","View < 40% Obstructed","Focused","Clear",95,85,"Max Height >0.5 m",100,87.5,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Towards","Weak",0.17,NA,1,NA,1,1,NA,1,"A Camera"
"56","Yes","P05110553324","2011-110","P05",110553,"324","MARMAP","15:03",22,9,2011,32.65,-78.56,56,56,104,1405,"Random",118.26,117.4,23.97,36.3,0,0.18,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"CMS",NA,"6/26/2012",NA,"ZHS",NA,"11/1/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",30,25,"Max Height >0.5 m",5,3,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Towards","Weak",0.12,NA,1,NA,1,1,NA,1,"A Camera"
"57","Yes","P05110556324","2011-111","P05",110556,"324","MARMAP","17:44",22,9,2011,32.61,-78.58,47,47,90,2325,"ReconConv",81.39,80.81,26.36,36.16,0,0.33,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"CMS",NA,"6/27/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",70,65,"Max Height >0.5 m",100,100,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Cross","Weak",0.71,NA,1,NA,1,2,NA,2,"A Camera"
"58","Yes","P05110557324","2011-111","P05",110557,"324","MARMAP","17:50",22,9,2011,32.61,-78.58,46,46,91,1403,"Random",81.39,80.81,26.36,36.16,0,0.33,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"WAM",NA,"10/17/2012",NA,"ZHS",NA,"10/29/2012",NA,41,NA,"Yes",NA,"",NA,"Dark, but Readable","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",90,80,"Max Height >0.5 m",25,15,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Cross","Weak",0.02,NA,1,NA,1,1,NA,1,"A Camera"
"59","Yes","P05110558324","2011-111","P05",110558,"324","MARMAP","17:56",22,9,2011,32.6,-78.58,47,47,94,2326,"ReconConv",81.39,80.81,26.36,36.16,0,0.33,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"CMS",NA,"6/27/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",95,52.5,"Max Height >0.5 m",80,42.5,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Current Direction Unknown","Weak",0.2,NA,1,NA,1,2,NA,2,"A Camera"
"60","Yes","P05120026324","2012-4","P05",120026,"324","MARMAP","12:43",2,5,2012,32.27,-79.15,50,50,106,762,"Random",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"BZT",NA,"2/6/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",35,32.5,"Max Height >0.5 m",90,70,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Cross","Weak",0.17,NA,1,NA,1,2,NA,2,"A Camera"
"61","Yes","P05120030324","2012-5","P05",120030,"324","MARMAP","16:10",2,5,2012,32.35,-79.03,50,50,93,973,"Random",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"BZT",NA,"2/8/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",50,50,"Max Height >0.5 m",100,100,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Away","Weak",0.27,NA,1,NA,1,2,NA,2,"A Camera"
"62","Yes","P05120043324","2012-7","P05",120043,"324","MARMAP","11:30",3,5,2012,32.45,-78.93,50,50,99,1085,"Random",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"BZT",NA,"2/19/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",75,62.5,"Max Height >0.5 m",95,85,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Cross","Weak",0.05,NA,1,NA,1,1,NA,1,"A Camera"
"63","Yes","P05120044324","2012-7","P05",120044,"324","MARMAP","11:34",3,5,2012,32.45,-78.93,48,48,103,1075,"Random",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"BZT",NA,"2/20/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","Bounces, but Readable","Doesn't Move","No Obstruction","Focused","Clear",70,67.5,"Max Height >0.5 m",90,85,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Cross","Weak",0.27,NA,1,NA,1,1,NA,1,"A Camera"
"64","Yes","P05120045324","2012-7","P05",120045,"324","MARMAP","11:38",3,5,2012,32.45,-78.93,48,48,109,1055,"Random",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"BZT",NA,"2/20/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",75,62.5,"Max Height >0.5 m",80,75,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Cross","Weak",0.1,NA,1,NA,1,1,NA,1,"A Camera"
"65","Yes","P05120046324","2012-7","P05",120046,"324","MARMAP","11:41",3,5,2012,32.44,-78.95,51,51,114,1043,"Random",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"BZT",NA,"2/21/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",50,50,"Max Height >0.5 m",100,97.5,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Cross","Weak",0.24,NA,1,NA,1,1,NA,1,"A Camera"
"66","Yes","P05120083324","2012-13","P05",120083,"324","MARMAP","14:02",9,5,2012,32.35,-79.58,29,29,102,3036,"Random",27.58,27.92,22.76,36.36,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"3/13/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",25,25,"Max Height >0.5 m",40,37.5,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Away","Weak",0.15,NA,1,NA,1,1,NA,1,"A Camera"
"67","Yes","P05120088324","2012-14","P05",120088,"324","MARMAP","18:34",9,5,2012,32.34,-79.2,42,42,89,888,"NonRandom",40.88,40.8,22.16,36.31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"4/8/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",15,12.5,"Max Height >0.5 m",5,5,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Away","Weak",0.02,NA,1,NA,1,1,NA,1,"A Camera"
"68","Yes","P05120089324","2012-14","P05",120089,"324","MARMAP","18:39",9,5,2012,32.33,-79.2,42,42,90,873,"Random",40.88,40.8,22.16,36.31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"2/25/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",10,10,"Max Height >0.5 m",5,5,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Cross","Weak",0.05,NA,1,NA,1,1,NA,1,"A Camera"
"69","Yes","P05120091324","2012-14","P05",120091,"324","MARMAP","18:46",9,5,2012,32.33,-79.2,42,42,98,2301,"Random",40.88,40.8,22.16,36.31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"2/21/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",5,3.5,"Max height < 0.5 m",10,7.5,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Away","Weak",0.12,NA,1,NA,1,1,NA,1,"A Camera"
"70","Yes","P05120095324","2012-15","P05",120095,"324","MARMAP","11:14",5,6,2012,32.77,-78.42,47,47,96,1439,"NonRandom",55.54,55.45,21.97,36.46,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"4/9/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",40,27.5,"Max Height >0.5 m",50,30,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Cross","Weak",0.2,NA,1,NA,1,1,NA,1,"A Camera"
"71","Yes","P05120098324","2012-15","P05",120098,"324","MARMAP","11:28",5,6,2012,32.76,-78.43,48,48,100,1427,"Random",55.54,55.45,21.97,36.46,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"2/19/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",15,15,"Max Height >0.5 m",3,3,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Towards","Weak",0.27,NA,1,NA,1,1,NA,1,"A Camera"
"72","Yes","P05120100324","2012-16","P05",120100,"324","MARMAP","13:39",5,6,2012,32.75,-78.45,49,49,90,1423,"Random",56,56.34,21.74,36.4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DJB",NA,"2/13/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",15,15,"Max height < 0.5 m",20,20,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Away","Weak",0.05,NA,1,NA,1,1,NA,1,"A Camera"
"74","Yes","P05120193324","2012-29","P05",120193,"324","MARMAP","15:00",20,6,2012,33.94,-76.5,41,41,96,2111,"Random",42.72,42.7,23.77,36.33,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"BZT",NA,"3/27/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",20,17.5,"Max Height >0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Away","Weak",0.51,NA,1,NA,1,1,NA,1,"A Camera"
"75","Yes","P05120200324","2012-30","P05",120200,"324","MARMAP","19:39",20,6,2012,33.76,-76.63,93,93,94,2244,"Random",99.63,99.14,19.08,36.42,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"WAM",NA,"2/5/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","Bounces, but Readable","Doesn't Move","No Obstruction","Focused","Clear",20,20,"Max Height >0.5 m",50,50,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Cross","Weak",0.15,NA,1,NA,1,1,NA,1,"A Camera"
